year,month,supplier,item_code,item_description,item_type,retail_sales,retail_transfers,warehouse_sales,total_sales,transfer_ratio,demand,date
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,100009,BOOTLEG RED - 750ML,WINE,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,PWSWN INC,100024,MOMENT DE PLAISIR - 750ML,WINE,0.0,1.0,4.0,4.0,0.25,5.0,2020-01-01
2020,1,RELIABLE CHURCHILL LLLP,1001,S SMITH ORGANIC PEAR CIDER - 18.7OZ,BEER,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,LANTERNA DISTRIBUTORS INC,100145,SCHLINK HAUS KABINETT - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,DIONYSOS IMPORTS INC,100293,SANTORINI GAVALA WHITE - 750ML,WINE,0.82,0.0,0.0,0.82,0.0,0.82,2020-01-01
2020,1,KYSELA PERE ET FILS LTD,100641,CORTENOVA VENETO P/GRIG - 750ML,WINE,2.76,0.0,6.0,8.76,0.0,8.76,2020-01-01
2020,1,SANTA MARGHERITA USA INC,100749,SANTA MARGHERITA P/GRIG ALTO - 375ML,WINE,0.08,1.0,1.0,1.08,0.9259259259259258,2.08,2020-01-01
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,1008,JACK DANIELS COUNTRY COCKTAIL SOUTHERN PEACH - 10.OZ-NR,BEER,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,JIM BEAM BRANDS CO,10103,KNOB CREEK BOURBON 9YR - 100P - 375ML,LIQUOR,6.41,4.0,0.0,6.41,0.62402496099844,10.41,2020-01-01
2020,1,INTERNATIONAL CELLARS LLC,101117,KSARA CAB - 750ML,WINE,0.33,1.0,2.0,2.33,0.4291845493562232,3.33,2020-01-01
2020,1,HEAVEN HILL DISTILLERIES INC,10120,J W DANT BOURBON 100P - 1.75L,LIQUOR,1.7,1.0,0.0,1.7,0.5882352941176471,2.7,2020-01-01
2020,1,BACCHUS IMPORTERS LTD,10123,NOTEWORTHY SMALL BATCH BOURBON - 750ML,LIQUOR,1.02,0.0,0.0,1.02,0.0,1.02,2020-01-01
2020,1,BACCHUS IMPORTERS LTD,10124,NOTEWORTHY SMALL BATCH RYE 750ML,LIQUOR,0.68,0.0,0.0,0.68,0.0,0.68,2020-01-01
2020,1,BACCHUS IMPORTERS LTD,10125,NOTEWORTHY SMALL BATCH HONEY BBN 750,LIQUOR,0.34,0.0,0.0,0.34,0.0,0.34,2020-01-01
2020,1,MONSIEUR TOUTON SELECTION,101346,ALSACE WILLIAM GEW - 750ML,WINE,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",101486,POLIZIANO ROSSO MONTEPUL - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",101532,HATSUMAGO SAKE JUN MAI SHU - 720ML,WINE,0.34,1.0,1.0,1.34,0.7462686567164178,2.34,2020-01-01
2020,1,ROYAL WINE CORP,101664,RAMON CORDOVA RIOJA - 750ML,WINE,0.16,0.0,2.0,2.16,0.0,2.16,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,101702,MANISCHEWITZ CREAM RED CONCORD - 1.5L,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,ROYAL WINE CORP,101753,BARKAN CLASSIC PET SYR - 750ML,WINE,0.0,0.0,3.0,3.0,0.0,3.0,2020-01-01
2020,1,ROYAL WINE CORP,101915,WEINSTOCK CAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,ROYAL WINE CORP,101923,WEINSTOCK CHARD - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,JIM BEAM BRANDS CO,10197,KNOB CREEK BOURBON 9YR - 100P - 1.75L,LIQUOR,12.72,11.84,0.0,12.72,0.930817610062893,24.560000000000002,2020-01-01
2020,1,STE MICHELLE WINE ESTATES,101974,CH ST MICH P/GRIS - 750ML,WINE,11.17,11.0,9.0,20.17,0.5453644025780863,31.17,2020-01-01
2020,1,Default,102,TWO BOTTLE WINE TOTE,STR_SUPPLIES,0.1,0.0,0.0,0.1,0.0,0.1,2020-01-01
2020,1,SAZERAC CO,102032,FUKI SAKE - 750ML,WINE,1.25,0.0,1.0,2.25,0.0,2.25,2020-01-01
2020,1,MONSIEUR TOUTON SELECTION,102083,CH DE LA CHESNAIE MUSCADET - 750ML,WINE,0.32,0.0,0.0,0.32,0.0,0.32,2020-01-01
2020,1,MONSIEUR TOUTON SELECTION,102148,MONSIEUR TOUTON S/BLC - 750ML,WINE,0.0,0.0,6.0,6.0,0.0,6.0,2020-01-01
2020,1,JIM BEAM BRANDS CO,10243,OLD GRAND DAD BOURBON 100P - 750ML,LIQUOR,1.21,1.0,0.0,1.21,0.8264462809917356,2.21,2020-01-01
2020,1,SALVETO IMPORTS LLC,10245,CRICOVA ORIGINAL WH - 750ML,WINE,1.91,4.0,147.0,148.91,0.02686186287019005,152.91,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10246,HILLROCK DOUBLE CASK RYE - 750ML,LIQUOR,0.51,0.0,0.0,0.51,0.0,0.51,2020-01-01
2020,1,HUB WINE CORPORATION,10264,90+ CELLARS LOT 113 BIG RED BLEND - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,RELIABLE CHURCHILL LLLP,10269,FEW BOURBON - 750ML,LIQUOR,0.85,0.0,0.0,0.85,0.0,0.85,2020-01-01
2020,1,ALLAGASH BREWING COMPANY,10271,ALLAGASH SAISON 6/4 NR 12.0Z,BEER,0.0,0.0,9.0,9.0,0.0,9.0,2020-01-01
2020,1,CAMPARI AMERICA LLC,10272,WILD TURKEY AMERICAN HONEY STING - 750ML,LIQUOR,0.08,0.0,0.0,0.08,0.0,0.08,2020-01-01
2020,1,PERNOD RICARD USA LLC,10276,ABERLOUR 18 YR - 750ML,LIQUOR,0.51,3.0,0.0,0.51,5.88235294117647,3.51,2020-01-01
2020,1,CAMPARI AMERICA LLC,10278,WILD TURKEY 101 - 200ML,LIQUOR,1.16,0.0,0.0,1.16,0.0,1.16,2020-01-01
2020,1,PERNOD RICARD USA LLC,10279,THE GLENLIVET NADURRA FIRST FILL - 750ML,LIQUOR,0.34,1.0,0.0,0.34,2.941176470588235,1.34,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",103055,ALLAN SCOTT VYDS S/BLC - 750ML,WINE,0.0,0.0,6.0,6.0,0.0,6.0,2020-01-01
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,10324,DELOACH RR CHARD - 750ML,WINE,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,BACARDI USA INC,10332,GREY GOOSE VODKA - 375ML,LIQUOR,33.57,36.0,0.0,33.57,1.0723860589812333,69.57,2020-01-01
2020,1,YOUNG WON TRADING INC,10345,KLOUD - 500/12 NR,BEER,2.0,2.0,0.0,2.0,1.0,4.0,2020-01-01
2020,1,YOUNG WON TRADING INC,10346,KLOUD - 330/24 NR,BEER,2.75,2.0,7.0,9.75,0.20512820512820512,11.75,2020-01-01
2020,1,TROEGS BREWING COMPANY,10356,TROEGS NUGGET NECTAR 4/6 CANS,BEER,0.0,0.0,5.0,5.0,0.0,5.0,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",103608,VAJRA LANGHE NEBBIOLO DOC - 750ML,WINE,0.48,0.0,2.0,2.48,0.0,2.48,2020-01-01
2020,1,CASTLE BRANDS USA CORP,10375,PALLINI LIMONCELLO 6/CS - 750ML,LIQUOR,11.99,15.0,0.0,11.99,1.2510425354462051,26.990000000000002,2020-01-01
2020,1,LEGENDS LTD,10387,FIRESTONE NITRO MERLIN - 50L,KEGS,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,WASHBURN WINE CO,10394,DE GARRE BELGIUM ALE - 750ML,BEER,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,Default,104,FOUR BOTTLE WINE TOTE,STR_SUPPLIES,0.4,0.0,0.0,0.4,0.0,0.4,2020-01-01
2020,1,CELICAR LLC DBA TWIN VALLEY DISTILLERS,10401,DIRTY APPLES CINNAMON WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,DIONYSOS IMPORTS INC,104060,LES CHAILLOUX SANCERRE CHERRIE - 750ML,WINE,2.55,5.0,3.0,5.55,0.9009009009009009,10.55,2020-01-01
2020,1,DOPS INC,10407,21ST AMENDMENT EL SULLY CERVEZA - 4/6 12.0Z,BEER,0.0,0.0,6.0,6.0,0.0,6.0,2020-01-01
2020,1,JACKSON FAMILY ENTERPRISES INC,10413,MURPHY GOODE CHARD - 750ML,WINE,9.41,8.0,13.0,22.41,0.35698348951361,30.41,2020-01-01
2020,1,YOUNG WON TRADING INC,104280,SHO CHIKU BAI SAKE - 750ML,WINE,0.0,0.0,6.0,6.0,0.0,6.0,2020-01-01
2020,1,BUCK DISTRIBUTING COMPANY INC,10430,STONE IPA 4/6 NR - 12OZ,BEER,33.79,45.0,120.75,154.54,0.29118674776756825,199.54,2020-01-01
2020,1,PUNTO VINO LLC,104302,EREDI LODALI BAROLO 6/CS - 750ML,WINE,1.19,0.0,0.0,1.19,0.0,1.19,2020-01-01
2020,1,VICTORY BREWING COMPANY LLC,10431,VICTORY GOLDEN MONKEY 4/6 NR,BEER,16.75,19.0,191.0,207.75,0.0914560770156438,226.75,2020-01-01
2020,1,DIONYSOS IMPORTS INC,10432,MYTHOS BEER 4/6NR - 11.2OZ,BEER,1.5,0.0,35.0,36.5,0.0,36.5,2020-01-01
2020,1,LEGENDS LTD,10434,LAGUNITAS IPA 4/6 NR - 12OZ,BEER,63.5,63.0,210.0,273.5,0.2303473491773309,336.5,2020-01-01
2020,1,LEGENDS LTD,10435,LAGUNITAS SUMPIN SUMPIN 4/6 NR - 12OZ,BEER,15.41,22.0,57.0,72.41,0.3038254384753487,94.41,2020-01-01
2020,1,LEGENDS LTD,10436,OSKAR BLUES DALES PALE ALE 12.OZ 4/6 CAN,BEER,37.0,46.0,113.0,150.0,0.30666666666666664,196.0,2020-01-01
2020,1,LEGENDS LTD,10437,CRISPIN CIDER ORIGINAL 4/6 NR - 12OZ,BEER,0.0,0.0,25.0,25.0,0.0,25.0,2020-01-01
2020,1,LEGENDS LTD,10438,BRECKENRIDGE VANILLA PORTER 4/6 NR - 12OZ,BEER,7.0,5.0,54.0,61.0,0.08196721311475409,66.0,2020-01-01
2020,1,THE WINE GROUP,10439,CONCANNON FOUNDERS CAB - 750ML,WINE,0.74,0.0,3.0,3.74,0.0,3.74,2020-01-01
2020,1,THE WINE GROUP,10440,CONCANNON FOUNDERS CHARD - 750ML,WINE,0.41,0.0,3.0,3.41,0.0,3.41,2020-01-01
2020,1,THE WINE GROUP,10441,LOVE P/NOIR - 750ML,WINE,8.49,17.67,25.0,33.49,0.5276201851298895,51.160000000000004,2020-01-01
2020,1,PERNOD RICARD USA LLC,10442,OLMECA ALTOS TEQ - PLATA - 750ML,LIQUOR,20.95,34.0,4.0,24.95,1.3627254509018036,58.95,2020-01-01
2020,1,PERNOD RICARD USA LLC,10443,OLMECA ALTOS TEQ - REPOSADO - 750ML,LIQUOR,20.7,38.0,2.0,22.7,1.6740088105726874,60.7,2020-01-01
2020,1,PERNOD RICARD USA LLC,10444,JAMESON CASKMATES STOUT - 750ML,LIQUOR,36.31,29.66,0.0,36.31,0.8168548609198567,65.97,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10445,BRECKENRIDGE BOURBON - 750ML,LIQUOR,12.07,11.0,2.0,14.07,0.7818052594171997,25.07,2020-01-01
2020,1,ELITE WINES IMPORTS,104450,SEIFRIED S/BLC - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,DOPS INC,104604,DRY CREEK HERITAGE CLONE ZIN - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,LUNEAU USA INC,104639,JULES BERTIER SPARK - 750ML,WINE,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,PERNOD RICARD USA LLC,10472,MALIBU RUM - PASSION FRUIT - 750ML,LIQUOR,3.9,0.0,0.0,3.9,0.0,3.9,2020-01-01
2020,1,LEGENDS LTD,10475,HITACHINO ANABAI - 11.2OZ,BEER,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,BARON FRANCOIS LTD,10480,CHATEAU LAUBADE ARMAGNAC VSOP - 750ML,LIQUOR,2.37,4.0,0.0,2.37,1.6877637130801686,6.37,2020-01-01
2020,1,BARON FRANCOIS LTD,10499,CHATEAU LAUBADE ARMAGNAC XO - 750ML,LIQUOR,1.53,1.0,0.0,1.53,0.6535947712418301,2.5300000000000002,2020-01-01
2020,1,Default,105,WINE GIFT TOTE SINGLE BOTTLE,STR_SUPPLIES,10.6,0.0,0.0,10.6,0.0,10.6,2020-01-01
2020,1,ROYAL WINE CORP,105031,CH DE LA GRAVE RED - 750ML,WINE,0.0,0.0,10.0,10.0,0.0,10.0,2020-01-01
2020,1,PROXIMO SPIRITS INC,10529,JOSE CUERVO GOLDEN MARGARITA - 1.75L,LIQUOR,46.66,47.0,0.0,46.66,1.0072867552507503,93.66,2020-01-01
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,10545,FERRARI CARANO MERLOT SONOMA - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,105490,HAKUTSURU SAKE - 720ML,WINE,3.07,4.0,0.0,3.07,1.3029315960912053,7.07,2020-01-01
2020,1,TROEGS BREWING COMPANY,1058,TROEGS HOPBACK ALE 4/6 NR,BEER,6.79,9.0,11.0,17.79,0.5059021922428331,26.79,2020-01-01
2020,1,LEGENDS LTD,10586,ALHAMBRA RESERVA 20L-1/6K,KEGS,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,LEGENDS LTD,10593,ALHAMBRA RESERVA - 4/6NR 12.0Z,BEER,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,Default,106,SIX BOTTLE WINE TOTE (NO LOGO),STR_SUPPLIES,2.1,6.0,0.0,2.1,2.857142857142857,8.1,2020-01-01
2020,1,DOPS INC,10603,NORTH COAST OLD RASPUTIN - 22.0Z,BEER,0.24,1.0,1.0,1.24,0.8064516129032259,2.24,2020-01-01
2020,1,LEGENDS LTD,10609,FIRESTONE LUPONIC DISTORTION - 4/6 CAN 12.0Z,BEER,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,LEGENDS LTD,10610,LAGUNITAS LIL SUMPIN - 2/12 NR 12.0Z,BEER,1.5,0.0,7.0,8.5,0.0,8.5,2020-01-01
2020,1,LEGENDS LTD,10632,FIRESTONE LUPONIC DISTORTION - 50L,KEGS,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,DIAGEO NORTH AMERICA INC,10634,SMIRNOFF VODKA - CHERRY - 1L,LIQUOR,7.02,8.75,1.0,8.02,1.0910224438902745,16.77,2020-01-01
2020,1,THE WINE GROUP,10637,CUPCAKE PROSECCO - 187 3PK,WINE,4.53,5.0,13.0,17.53,0.2852253280091272,22.53,2020-01-01
2020,1,THE WINE GROUP,10638,FRANZIA PINK MOSCATO - 5L,WINE,2.5,4.0,20.0,22.5,0.17777777777777778,26.5,2020-01-01
2020,1,LEGENDS LTD,10646,OSKAR BLUES G'KNIGHT - 4/6 CAN 12.OZ,BEER,0.25,0.0,7.0,7.25,0.0,7.25,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",106518,MADFISH WEST AUST SHZ - 750ML,WINE,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,JIM BEAM BRANDS CO,10666,SAUZA HORNITOS REPOSATO - 375ML,LIQUOR,0.16,0.0,0.0,0.16,0.0,0.16,2020-01-01
2020,1,JIM BEAM BRANDS CO,10667,EFFEN VODKA - BLACK CHERRY - 375ML,LIQUOR,0.08,0.0,0.0,0.08,0.0,0.08,2020-01-01
2020,1,JIM BEAM BRANDS CO,10668,MAKERS MARK BOURBON - 375ML,LIQUOR,26.25,21.0,1.0,27.25,0.7706422018348624,48.25,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10669,TWO JAMES JOHNNY SMOKING GUN WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,OPICI FAMILY DISTRIBUTING OF MD,10675,BRINLEY GOLD SHIPWRECK SPICED RUM - 750ML,LIQUOR,0.17,1.0,0.0,0.17,5.88235294117647,1.17,2020-01-01
2020,1,OPICI FAMILY DISTRIBUTING OF MD,10676,BRINLEY GOLD SHIPWRECK COCONUT RUM - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,OPICI FAMILY DISTRIBUTING OF MD,10678,BRINLEY GOLD SHIPWRECK COCONUT RUM CREAM- 750ML,LIQUOR,0.0,1.0,0.0,0.0,inf,1.0,2020-01-01
2020,1,MONSIEUR TOUTON SELECTION,106917,ALSACE WILLIAM CREMANT BRUT - 750ML,WINE,0.0,0.0,4.0,4.0,0.0,4.0,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,10693,TAYLOR LAKE COUNTRY RED - 3L,WINE,3.0,5.0,0.0,3.0,1.6666666666666667,8.0,2020-01-01
2020,1,LEGENDS LTD,10696,FIRESTONE VARIETY - 2/12 12.OZ CAN,BEER,2.0,2.0,13.0,15.0,0.13333333333333333,17.0,2020-01-01
2020,1,MICHAEL R DOWNEY SELECTIONS INC,106968,ADRIANO ADAMI PROSECCO BRUT - 750ML,WINE,0.0,0.0,2.0,2.0,0.0,2.0,2020-01-01
2020,1,0,107,JIGGER MEASURE SHOT GLASS,STR_SUPPLIES,14.69,18.0,0.0,14.69,1.2253233492171545,32.69,2020-01-01
2020,1,ATLAS BREW WORKS LLC,10711,ATLAS BREW WORKS PONZI - 4/6 12.OZ CAN,BEER,19.54,22.0,50.75,70.28999999999999,0.3129890453834116,92.28999999999999,2020-01-01
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,107123,DELLA SCALA P/GRIG - 750ML,WINE,0.75,0.0,0.0,0.75,0.0,0.75,2020-01-01
2020,1,YOUNG WON TRADING INC,107352,SHO CHIKU BAI NIGORI SAKE - 375ML,WINE,0.0,0.0,6.0,6.0,0.0,6.0,2020-01-01
2020,1,THE WINE GROUP,10737,CONCANNON FOUNDERS PETITE SYRAH - 750ML,WINE,0.32,0.0,2.0,2.32,0.0,2.32,2020-01-01
2020,1,FRONT PORCH MICRO WINERY LLC,10738,THE WINERY AT OLNEY CHARD - 750ML,WINE,0.32,0.0,0.0,0.32,0.0,0.32,2020-01-01
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,10740,BERINGER FOUNDERS EST P/GRIG - 750ML,WINE,3.1,0.0,0.0,3.1,0.0,3.1,2020-01-01
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,10758,CH ST JEAN CAL MER - 750ML,WINE,2.81,4.0,9.0,11.81,0.3386960203217612,15.81,2020-01-01
2020,1,TRADEWINDS SPECIALTY IMPORTS LLC,10768,ER BOQUERON - 330ML,BEER,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,YOUNG WON TRADING INC,107816,HAKUSHIKA GOLD SAKE - 720ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,CONSTELLATION BRANDS,10787,HIGH WEST YIPPEE KI-YAY RYE - 750ML,LIQUOR,3.23,0.0,0.0,3.23,0.0,3.23,2020-01-01
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,10804,CH ST JEAN CAL CAB - 750ML,WINE,4.32,6.0,23.0,27.32,0.21961932650073207,33.32,2020-01-01
2020,1,MONSIEUR TOUTON SELECTION,108200,SUSANA BALBO CRIOS TORRONTES - 750ML,WINE,0.16,0.0,0.0,0.16,0.0,0.16,2020-01-01
2020,1,LEGENDS LTD,10829,WOLFFERS DRY ROSE CIDER - 12.OZ 6/4NR,BEER,0.0,0.0,4.0,4.0,0.0,4.0,2020-01-01
2020,1,SIERRA NEVADA BREWING CO,10836,SIERRA NEVADA KELLERWEIS - 1/6K,KEGS,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,BARON FRANCOIS LTD,108367,DOM CAVES DE PRIEURE SANCERRE - 750ML,WINE,0.33,3.0,0.92,1.25,2.4,4.25,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10844,HILLROCK MADIERA FINISHED RYE - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",10847,MARKHAM CAB - 750ML,WINE,1.16,0.0,1.0,2.16,0.0,2.16,2020-01-01
2020,1,CONSTELLATION BRANDS,10859,TOM GORE CHARD - 750ML,WINE,0.66,0.0,6.0,6.66,0.0,6.66,2020-01-01
2020,1,CONSTELLATION BRANDS,10860,TOM GORE CAB - 750ML,WINE,2.94,3.0,5.0,7.9399999999999995,0.3778337531486146,10.94,2020-01-01
2020,1,CONSTELLATION BRANDS,10861,RAVAGE CAB - 750ML,WINE,4.44,4.0,6.0,10.440000000000001,0.38314176245210724,14.440000000000001,2020-01-01
2020,1,CONSTELLATION BRANDS,10862,SERPENTS BITE WHISKEY - 750ML,LIQUOR,2.77,0.0,0.0,2.77,0.0,2.77,2020-01-01
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",108634,INDABA WESTERN CAPE CH/BLC - 750ML,WINE,1.82,3.0,4.0,5.82,0.5154639175257731,8.82,2020-01-01
2020,1,DUGGANS DISTILLERS PROD,10864,FORBIDDEN SECRET WH CHOCOLATE - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,LEGENDS LTD,10866,GIN MARE - 750ML,LIQUOR,0.34,0.0,2.0,2.34,0.0,2.34,2020-01-01
2020,1,LEGENDS LTD,10867,GUNPOWDER RYE - 750ML,LIQUOR,0.34,0.0,0.0,0.34,0.0,0.34,2020-01-01
2020,1,SAZERAC CO,10869,99 SCHNAPPS - PINEAPPLE - 750ML,LIQUOR,0.64,0.0,0.0,0.64,0.0,0.64,2020-01-01
2020,1,VINTAGE WINE ESTATES INC,108790,CARTLIDGE & BROWN CAB - 750ML,WINE,0.0,0.0,3.0,3.0,0.0,3.0,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,10898,PICCINI CHIANTI - 1.5L,WINE,12.98,9.0,13.83,26.810000000000002,0.3356956359567325,35.81,2020-01-01
2020,1,Default,109,WINE TOTE WOOD HANDLE 2 POCKET 4 BTL,STR_SUPPLIES,2.8,0.0,0.0,2.8,0.0,2.8,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,109053,GOLDWATER DOG POINT S/BLC - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,SAGAMORE WHISKEY LLC,10907,SAGAMORE RYE - 750ML,LIQUOR,22.16,21.0,5.0,27.16,0.7731958762886598,48.16,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,10908,SLOOP BETTY VODKA - HONEY - 750ML,LIQUOR,0.68,0.0,0.0,0.68,0.0,0.68,2020-01-01
2020,1,JIM BEAM BRANDS CO,10930,LAPHROAIG LORE SCOTCH - 750ML,LIQUOR,0.85,0.0,0.0,0.85,0.0,0.85,2020-01-01
2020,1,LEGENDS LTD,10931,FOUNDERS ALL DAY 1/15PK 12OZ CAN,BEER,15.0,12.0,180.0,195.0,0.06153846153846154,207.0,2020-01-01
2020,1,LEGENDS LTD,10932,FOUNDERS ALL DAY - 4/6,BEER,0.0,0.0,45.0,45.0,0.0,45.0,2020-01-01
2020,1,LEGENDS LTD,10934,FOUNDERS CENTENNIAL - 4/6,BEER,0.0,0.0,6.0,6.0,0.0,6.0,2020-01-01
2020,1,LEGENDS LTD,10936,FOUNDERS DIRTY BASTARD - 4/6,BEER,0.0,0.0,13.0,13.0,0.0,13.0,2020-01-01
2020,1,LEGENDS LTD,10940,FOUNDERS PORTER - 4/6,BEER,0.0,0.0,27.0,27.0,0.0,27.0,2020-01-01
2020,1,LEGENDS LTD,10946,FOUNDERS NITRO RUBAEUS - 1/2K,KEGS,0.0,0.0,4.0,4.0,0.0,4.0,2020-01-01
2020,1,DIONYSOS IMPORTS INC,109525,BOUDIN CHAB - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,LEGENDS LTD,10953,FOUNDERS ALL DAY - 1/2K,KEGS,0.0,0.0,8.0,8.0,0.0,8.0,2020-01-01
2020,1,BACCHUS IMPORTERS LTD,10959,OLD LINE SINGLE MALT WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,J LOHR WINERY,10979,J LOHR RIVERSTONE CHARD - 1.5L,WINE,11.07,11.0,4.0,15.07,0.7299270072992701,26.07,2020-01-01
2020,1,PUNTO VINO LLC,109924,HILLINGER ZWEIGELT - 750ML,WINE,0.08,0.0,0.0,0.08,0.0,0.08,2020-01-01
2020,1,DOPS INC,10994,ABITA BIG EASY IPA - 12.OZ 4/6,BEER,0.0,0.0,3.0,3.0,0.0,3.0,2020-01-01
2020,1,LEGENDS LTD,10997,FOUNDERS KENTUCKY BREAKFAST STOUT - 6/4,BEER,0.17,0.0,0.0,0.17,0.0,0.17,2020-01-01
2020,1,Default,110,WINE BOTTLE TOTE 6 BTL HEAVY DUTY,STR_SUPPLIES,0.2,0.0,0.0,0.2,0.0,0.2,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,110000,SEAGRAM'S GIN - EXTRA DRY - 100ML,LIQUOR,0.24,1.0,0.0,0.24,4.166666666666667,1.24,2020-01-01
2020,1,SAZERAC CO,11002,ANCIENT AGE BOURBON - 1.75L,LIQUOR,10.63,13.0,0.0,10.63,1.2229539040451551,23.630000000000003,2020-01-01
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,110132,R MONDAVI PRIVATE SEL CAB - 375ML,WINE,3.56,3.0,3.0,6.5600000000000005,0.45731707317073167,9.56,2020-01-01
2020,1,LEGENDS LTD,11014,LAGUNITAS LUCKY 13 - 12.OZ 4/6 NR,BEER,0.0,0.0,30.0,30.0,0.0,30.0,2020-01-01
2020,1,THE WINE GROUP,11019,CHLOE PROSECCO - 750ML,WINE,41.65,30.0,4.0,45.65,0.6571741511500547,75.65,2020-01-01
2020,1,LUXCO SPIRITED BRANDS,11029,EZRA BROOKS BOURBON - 1.75L,LIQUOR,68.3,66.67,0.0,68.3,0.9761346998535871,134.97,2020-01-01
2020,1,BACCHUS IMPORTERS LTD,110345,LUIGI EINAUDI DOLCE DOGLIANI - 750ML,WINE,0.0,0.0,1.0,1.0,0.0,1.0,2020-01-01
2020,1,LUXCO SPIRITED BRANDS,11037,EZRA BROOKS BOURBON - 750ML,LIQUOR,4.89,3.92,1.0,5.89,0.6655348047538201,9.809999999999999,2020-01-01
2020,1,LEGENDS LTD,11055,AUSTIN ORIGINAL CIDER 4/6 CANS,BEER,0.0,0.0,17.96,17.96,0.0,17.96,2020-01-01
